-inf,-4.114321328074765916e-09,1.330496370792388916e-01,2.996848523616790771e-01,4.688343405723571777e-01,6.394895911216735840e-01,8.056098222732543945e-01,9.774979948997497559e-01,1.151791930198669434e+00,1.318208813667297363e+00,1.489331841468811035e+00,1.657038688659667969e+00,1.823336362838745117e+00,1.996111869812011719e+00,2.163486242294311523e+00,2.332217454910278320e+00,2.499224424362182617e+00,2.673328638076782227e+00,2.841142654418945312e+00,3.009069204330444336e+00,3.176904916763305664e+00,3.352365732192993164e+00,3.520639419555664062e+00,3.699037551879882812e+00,3.867370128631591797e+00,4.035655498504638672e+00,4.204358577728271484e+00,4.372354030609130859e+00,4.540990829467773438e+00,4.709702491760253906e+00,4.868323802947998047e+00,5.046351909637451172e+00,5.215071678161621094e+00,5.383013248443603516e+00,5.551741123199462891e+00,5.719856739044189453e+00,5.888424396514892578e+00,6.057162761688232422e+00,6.225051403045654297e+00,6.393871307373046875e+00,6.562620162963867188e+00,6.730598449707031250e+00,6.899357795715332031e+00,7.068118572235107422e+00,7.236115455627441406e+00,7.404888153076171875e+00,7.573661327362060547e+00,7.741681098937988281e+00,7.910466194152832031e+00,8.095945358276367188e+00,8.264464378356933594e+00,8.433406829833984375e+00,8.602351188659667969e+00,8.793425559997558594e+00,8.962567329406738281e+00,9.131707191467285156e+00,9.300848960876464844e+00,9.469989776611328125e+00,9.639131546020507812e+00,9.808271408081054688e+00,9.977412223815917969e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.999999910593032837e-02,-1.679074657090495748e-10,5.723389796912670135e-03,1.152122486382722855e-02,1.819932274520397186e-02,2.498245611786842346e-02,3.176419436931610107e-02,3.854657337069511414e-02,4.531667381525039673e-02,5.209186673164367676e-02,5.885398387908935547e-02,6.565677374601364136e-02,7.241749763488769531e-02,7.915646582841873169e-02,8.591965585947036743e-02,9.280405193567276001e-02,9.955200552940368652e-02,1.063258647918701172e-01,1.131013482809066772e-01,1.199084892868995667e-01,1.266801357269287109e-01,1.333950608968734741e-01,1.401969641447067261e-01,1.469681560993194580e-01,1.537070721387863159e-01,1.604956388473510742e-01,1.673307716846466064e-01,1.741119921207427979e-01,1.809087097644805908e-01,1.875502318143844604e-01,1.945148408412933350e-01,2.012498974800109863e-01,2.080337405204772949e-01,2.147542983293533325e-01,2.214394658803939819e-01,2.283754795789718628e-01,2.350935786962509155e-01,2.418874651193618774e-01,2.486922442913055420e-01,2.554485499858856201e-01,2.622455060482025146e-01,2.689675986766815186e-01,2.757802009582519531e-01,2.826064527034759521e-01,2.893280684947967529e-01,2.961676716804504395e-01,3.029432594776153564e-01,3.096639811992645264e-01,3.164153397083282471e-01,3.232169449329376221e-01,3.298884630203247070e-01,3.366403579711914062e-01,3.435187339782714844e-01,3.501510322093963623e-01,3.569038510322570801e-01,3.637118935585021973e-01,3.704659342765808105e-01,3.772200047969818115e-01,3.840346932411193848e-01,3.907898962497711182e-01,3.977063894271850586e-01
7.999999821186065674e-02,-3.369158285693174548e-10,1.237425301223993301e-02,2.321580238640308380e-02,3.580093756318092346e-02,4.935601353645324707e-02,6.292009353637695312e-02,7.647237181663513184e-02,9.002738445997238159e-02,1.035826429724693298e-01,1.171199083328247070e-01,1.306825578212738037e-01,1.442507505416870117e-01,1.577781885862350464e-01,1.712903082370758057e-01,1.849308311939239502e-01,1.984900236129760742e-01,2.120431959629058838e-01,2.256080806255340576e-01,2.391899079084396362e-01,2.527159452438354492e-01,2.660771906375885010e-01,2.798146307468414307e-01,2.931686341762542725e-01,3.068507611751556396e-01,3.203601837158203125e-01,3.340345025062561035e-01,3.475894331932067871e-01,3.611676990985870361e-01,3.746044635772705078e-01,3.882048428058624268e-01,4.018185436725616455e-01,4.153982400894165039e-01,4.288491010665893555e-01,4.422670006752014160e-01,4.561304152011871338e-01,4.695770144462585449e-01,4.831645786762237549e-01,4.967422485351562500e-01,5.102704167366027832e-01,5.238200426101684570e-01,5.372721552848815918e-01,5.505445003509521484e-01,5.644234418869018555e-01,5.778790116310119629e-01,5.912150144577026367e-01,6.050385832786560059e-01,6.184964179992675781e-01,6.320976614952087402e-01,6.457996964454650879e-01,6.589789986610412598e-01,6.727102994918823242e-01,6.863222718238830566e-01,6.997971534729003906e-01,7.132815718650817871e-01,7.269273996353149414e-01,7.405114769935607910e-01,7.540581822395324707e-01,7.676373720169067383e-01,7.812136411666870117e-01,7.949038743972778320e-01
1.199999973177909851e-01,-5.059748175995082420e-10,1.878908276557922363e-02,3.323500975966453552e-02,5.137500166893005371e-02,7.169643789529800415e-02,9.202588349580764771e-02,1.123375147581100464e-01,1.326588541269302368e-01,1.529629528522491455e-01,1.732636541128158569e-01,1.936877369880676270e-01,2.139229029417037964e-01,2.343192994594573975e-01,2.546146810054779053e-01,2.750006318092346191e-01,2.953130900859832764e-01,3.156487047672271729e-01,3.359729349613189697e-01,3.561937808990478516e-01,3.766183853149414062e-01,3.968200087547302246e-01,4.172395467758178711e-01,4.374866485595703125e-01,4.577600359916687012e-01,4.782024025917053223e-01,4.985197782516479492e-01,5.188177824020385742e-01,5.391678810119628906e-01,5.594918131828308105e-01,5.800503492355346680e-01,6.001302003860473633e-01,6.204416751861572266e-01,6.408092379570007324e-01,6.613156199455261230e-01,6.814960241317749023e-01,7.017869949340820312e-01,7.221218943595886230e-01,7.422488927841186523e-01,7.627486586570739746e-01,7.830806970596313477e-01,8.035441637039184570e-01,8.239067196846008301e-01,8.440901637077331543e-01,8.641813993453979492e-01,8.850110769271850586e-01,9.049778580665588379e-01,9.252179861068725586e-01,9.455624222755432129e-01,9.658786058425903320e-01,9.865474700927734375e-01,1.006559729576110840e+00,1.026915669441223145e+00,1.047436714172363281e+00,1.067866444587707520e+00,1.088068723678588867e+00,1.108304977416992188e+00,1.128608703613281250e+00,1.149195194244384766e+00,1.169350624084472656e+00,1.189667582511901855e+00
1.599999964237213135e-01,-6.750466852167846810e-10,2.218025736510753632e-02,4.061703011393547058e-02,6.443715840578079224e-02,9.151406586170196533e-02,1.185990124940872192e-01,1.456757783889770508e-01,1.727430671453475952e-01,1.998662948608398438e-01,2.270024269819259644e-01,2.540921568870544434e-01,2.812555432319641113e-01,3.082793951034545898e-01,3.354778587818145752e-01,3.626337945461273193e-01,3.896122276782989502e-01,4.167976081371307373e-01,4.438176453113555908e-01,4.711375534534454346e-01,4.980023801326751709e-01,5.251590609550476074e-01,5.522449016571044922e-01,5.791014432907104492e-01,6.065772771835327148e-01,6.334958672523498535e-01,6.609026193618774414e-01,6.877804398536682129e-01,7.150447368621826172e-01,7.418825030326843262e-01,7.691344022750854492e-01,7.964822649955749512e-01,8.234571814537048340e-01,8.501316905021667480e-01,8.774957656860351562e-01,9.048228859901428223e-01,9.320645928382873535e-01,9.587481021881103516e-01,9.859387874603271484e-01,1.012565135955810547e+00,1.039615631103515625e+00,1.067126870155334473e+00,1.094464182853698730e+00,1.121632218360900879e+00,1.148047447204589844e+00,1.176020622253417969e+00,1.202308535575866699e+00,1.229491710662841797e+00,1.256554603576660156e+00,1.283950567245483398e+00,1.311305284500122070e+00,1.337778925895690918e+00,1.365125894546508789e+00,1.392418026924133301e+00,1.419869899749755859e+00,1.446764707565307617e+00,1.473199486732482910e+00,1.500244259834289551e+00,1.527865409851074219e+00,1.554829359054565430e+00,1.581625103950500488e+00
2.000000029802322388e-01,-8.441269905290482711e-10,2.397645451128482819e-02,4.649747908115386963e-02,7.600148767232894897e-02,1.098884493112564087e-01,1.437978744506835938e-01,1.776740849018096924e-01,2.115599364042282104e-01,2.454563379287719727e-01,2.793492674827575684e-01,3.132633566856384277e-01,3.471242487430572510e-01,3.810414671897888184e-01,4.149153828620910645e-01,4.488624334335327148e-01,4.826845228672027588e-01,5.166147947311401367e-01,5.504811406135559082e-01,5.844740867614746094e-01,6.182859539985656738e-01,6.520880460739135742e-01,6.859913468360900879e-01,7.199396491050720215e-01,7.538664937019348145e-01,7.877457737922668457e-01,8.216106295585632324e-01,8.555079698562622070e-01,8.893811702728271484e-01,9.234378933906555176e-01,9.573703408241271973e-01,9.909921884536743164e-01,1.024998545646667480e+00,1.059145927429199219e+00,1.092958927154541016e+00,1.126552462577819824e+00,1.160423994064331055e+00,1.194649934768676758e+00,1.228409051895141602e+00,1.262144923210144043e+00,1.295976638793945312e+00,1.330260276794433594e+00,1.363984107971191406e+00,1.397758483886718750e+00,1.431840300559997559e+00,1.465567469596862793e+00,1.499560475349426270e+00,1.533439874649047852e+00,1.567232608795166016e+00,1.601323127746582031e+00,1.635152101516723633e+00,1.668991446495056152e+00,1.703027248382568359e+00,1.736942291259765625e+00,1.770690560340881348e+00,1.804635405540466309e+00,1.838086843490600586e+00,1.871872425079345703e+00,1.906064391136169434e+00,1.940284132957458496e+00,1.973574757575988770e+00
2.399999946355819702e-01,-1.013209516287361112e-09,2.438096329569816589e-02,5.086830630898475647e-02,8.608397096395492554e-02,1.267612278461456299e-01,1.674518883228302002e-01,2.081069350242614746e-01,2.487878501415252686e-01,2.894511520862579346e-01,3.301115334033966064e-01,3.708151578903198242e-01,4.114569425582885742e-01,4.521472454071044922e-01,4.928127229213714600e-01,5.335460901260375977e-01,5.741872787475585938e-01,6.148642897605895996e-01,6.555544137954711914e-01,6.962038278579711914e-01,7.368708848953247070e-01,7.774992585182189941e-01,8.182440996170043945e-01,8.589291572570800781e-01,8.995905518531799316e-01,9.402208924293518066e-01,9.808897972106933594e-01,1.021581292152404785e+00,1.062253713607788086e+00,1.102905631065368652e+00,1.143617033958435059e+00,1.184262275695800781e+00,1.225000262260437012e+00,1.265269279479980469e+00,1.306314349174499512e+00,1.347080826759338379e+00,1.387747764587402344e+00,1.428174734115600586e+00,1.468997955322265625e+00,1.509500741958618164e+00,1.550128936767578125e+00,1.590535879135131836e+00,1.631718397140502930e+00,1.672499299049377441e+00,1.712762594223022461e+00,1.753647923469543457e+00,1.793958544731140137e+00,1.834691047668457031e+00,1.875588417053222656e+00,1.916311383247375488e+00,1.956986784934997559e+00,1.997083783149719238e+00,2.037997961044311523e+00,2.078370809555053711e+00,2.119704723358154297e+00,2.160160064697265625e+00,2.201097011566162109e+00,2.241572618484497070e+00,2.281990051269531250e+00,2.322892427444458008e+00,2.363789558410644531e+00
2.800000011920928955e-01,-1.182294262491723202e-09,2.438506856560707092e-02,5.369901284575462341e-02,9.460916370153427124e-02,1.420613527297973633e-01,1.895175576210021973e-01,2.369734048843383789e-01,2.844247519969940186e-01,3.318821191787719727e-01,3.793206214904785156e-01,4.267950654029846191e-01,4.742417037487030029e-01,5.216907262802124023e-01,5.690917968750000000e-01,6.166248321533203125e-01,6.640788316726684570e-01,7.115063667297363281e-01,7.589228153228759766e-01,8.064199090003967285e-01,8.539040088653564453e-01,9.012826681137084961e-01,9.487455487251281738e-01,9.961993098258972168e-01,1.043659806251525879e+00,1.091088175773620605e+00,1.138478636741638184e+00,1.186024785041809082e+00,1.233532786369323730e+00,1.280907392501831055e+00,1.328361868858337402e+00,1.375814318656921387e+00,1.423377990722656250e+00,1.470782876014709473e+00,1.518202900886535645e+00,1.565572023391723633e+00,1.613049268722534180e+00,1.660478472709655762e+00,1.707979798316955566e+00,1.755546092987060547e+00,1.802692055702209473e+00,1.850460767745971680e+00,1.897862672805786133e+00,1.945236563682556152e+00,1.992795705795288086e+00,2.040237665176391602e+00,2.087351083755493164e+00,2.135020017623901367e+00,2.182609081268310547e+00,2.229678392410278320e+00,2.277298450469970703e+00,2.324586391448974609e+00,2.372385501861572266e+00,2.419419527053833008e+00,2.467147588729858398e+00,2.514700174331665039e+00,2.561771631240844727e+00,2.609140872955322266e+00,2.656349182128906250e+00,2.704620599746704102e+00,2.751868963241577148e+00
3.199999928474426270e-01,-1.351385670034233044e-09,2.438291907310485840e-02,5.497279763221740723e-02,1.015666350722312927e-01,1.557950973510742188e-01,2.100504040718078613e-01,2.642648220062255859e-01,3.185042738914489746e-01,3.727270960807800293e-01,4.269338548183441162e-01,4.812180101871490479e-01,5.354075431823730469e-01,5.896440148353576660e-01,6.438814997673034668e-01,6.981484293937683105e-01,7.523555159568786621e-01,8.065904378890991211e-01,8.608523011207580566e-01,9.150631427764892578e-01,9.693072438240051270e-01,1.023478269577026367e+00,1.077750563621520996e+00,1.131968379020690918e+00,1.186155080795288086e+00,1.240409731864929199e+00,1.294637799263000488e+00,1.348927259445190430e+00,1.403158783912658691e+00,1.457329154014587402e+00,1.511692404747009277e+00,1.565853953361511230e+00,1.620129823684692383e+00,1.674236297607421875e+00,1.728566050529479980e+00,1.782722949981689453e+00,1.836726546287536621e+00,1.891366124153137207e+00,1.945466041564941406e+00,1.999541759490966797e+00,2.053793907165527344e+00,2.107907295227050781e+00,2.162404775619506836e+00,2.216559886932373047e+00,2.270656347274780273e+00,2.325085639953613281e+00,2.379300594329833984e+00,2.433418273925781250e+00,2.487766504287719727e+00,2.542049407958984375e+00,2.596137285232543945e+00,2.650190830230712891e+00,2.704476833343505859e+00,2.758466720581054688e+00,2.813128948211669922e+00,2.867326021194458008e+00,2.921570062637329102e+00,2.975749254226684570e+00,3.030197143554687500e+00,3.084222316741943359e+00,3.138412714004516602e+00
