-inf,-4.114321328074765916e-09,1.233431100845336914e-01,2.769198715686798096e-01,4.374389350414276123e-01,5.940005183219909668e-01,7.514347434043884277e-01,9.063094854354858398e-01,1.064510107040405273e+00,1.226796507835388184e+00,1.382317900657653809e+00,1.542289733886718750e+00,1.693858742713928223e+00,1.853849411010742188e+00,2.014495611190795898e+00,2.170579195022583008e+00,2.327785015106201172e+00,2.489875555038452148e+00,2.645856618881225586e+00,2.796140909194946289e+00,2.958237648010253906e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.999999910593032837e-02,-1.679074657090495748e-10,5.385392811149358749e-03,1.066784001886844635e-02,1.680431701242923737e-02,2.312284708023071289e-02,2.944214642047882080e-02,3.576004132628440857e-02,4.207612946629524231e-02,4.837849736213684082e-02,5.469349771738052368e-02,6.101596355438232422e-02,6.733539700508117676e-02,7.366045564413070679e-02,7.993772625923156738e-02,8.623274415731430054e-02,9.261140227317810059e-02,9.892594069242477417e-02,1.052304208278656006e-01,1.115186139941215515e-01,1.178598105907440186e-01
7.999999821186065674e-02,-3.369158285693174548e-10,1.172509323805570602e-02,2.162108011543750763e-02,3.300748020410537720e-02,4.564867913722991943e-02,5.828365311026573181e-02,7.091050595045089722e-02,8.352374285459518433e-02,9.616333991289138794e-02,1.087975054979324341e-01,1.214231923222541809e-01,1.340520977973937988e-01,1.466985195875167847e-01,1.592889279127120972e-01,1.718830615282058716e-01,1.845931410789489746e-01,1.972150355577468872e-01,2.098214477300643921e-01,2.224344611167907715e-01,2.350953817367553711e-01
1.199999973177909851e-01,-5.059748175995082420e-10,1.796952076256275177e-02,3.105033934116363525e-02,4.721212759613990784e-02,6.614454090595245361e-02,8.506486564874649048e-02,1.039860993623733521e-01,1.228994727134704590e-01,1.418586075305938721e-01,1.607855707406997681e-01,1.796844899654388428e-01,1.986397057771682739e-01,2.175911217927932739e-01,2.365562468767166138e-01,2.554894387722015381e-01,2.744578123092651367e-01,2.933019399642944336e-01,3.123064339160919189e-01,3.312286734580993652e-01,3.500764369964599609e-01
1.599999964237213135e-01,-6.750466852167846810e-10,2.123069390654563904e-02,3.775079920887947083e-02,5.887565761804580688e-02,8.410586416721343994e-02,1.093341857194900513e-01,1.345617622137069702e-01,1.597847938537597656e-01,1.850312501192092896e-01,2.103220671415328979e-01,2.355504184961318970e-01,2.608675956726074219e-01,2.860983014106750488e-01,3.112911581993103027e-01,3.365322053432464600e-01,3.618683516979217529e-01,3.871143758296966553e-01,4.123227596282958984e-01,4.376395046710968018e-01,4.629640281200408936e-01
2.000000029802322388e-01,-8.441269905290482711e-10,2.286469005048274994e-02,4.294731095433235168e-02,6.904709339141845703e-02,1.006044074892997742e-01,1.321762353181838989e-01,1.637513190507888794e-01,1.953426897525787354e-01,2.269017100334167480e-01,2.584936022758483887e-01,2.900846600532531738e-01,3.216360807418823242e-01,3.532139956951141357e-01,3.847641050815582275e-01,4.162971079349517822e-01,4.479528069496154785e-01,4.794369935989379883e-01,5.110685229301452637e-01,5.427219271659851074e-01,5.742236971855163574e-01
2.399999946355819702e-01,-1.013209516287361112e-09,2.315485291182994843e-02,4.663253203034400940e-02,7.773036509752273560e-02,1.156181469559669495e-01,1.535157561302185059e-01,1.914203613996505737e-01,2.293043136596679688e-01,2.671815454959869385e-01,3.050888776779174805e-01,3.429583609104156494e-01,3.808863461017608643e-01,4.187763929367065430e-01,4.566219449043273926e-01,4.945112168788909912e-01,5.324712395668029785e-01,5.703352093696594238e-01,6.082302927970886230e-01,6.461607813835144043e-01,6.839893460273742676e-01
2.800000011920928955e-01,-1.182294262491723202e-09,2.315619960427284241e-02,4.877661913633346558e-02,8.486936986446380615e-02,1.290709823369979858e-01,1.732808202505111694e-01,2.174868136644363403e-01,2.616982758045196533e-01,3.059137165546417236e-01,3.501111865043640137e-01,3.943160176277160645e-01,4.385337829589843750e-01,4.827381074428558350e-01,5.269195437431335449e-01,5.711398124694824219e-01,6.153693199157714844e-01,6.595526337623596191e-01,7.037650942802429199e-01,7.479857802391052246e-01,7.921852469444274902e-01
3.199999928474426270e-01,-1.351385670034233044e-09,2.315391600131988525e-02,4.941024258732795715e-02,9.042697399854660034e-02,1.409579068422317505e-01,1.914776563644409180e-01,2.420077621936798096e-01,2.925294339656829834e-01,3.430414199829101562e-01,3.935649394989013672e-01,4.440866410732269287e-01,4.946278929710388184e-01,5.451353192329406738e-01,5.956283807754516602e-01,6.461471319198608398e-01,6.967162489891052246e-01,7.472062706947326660e-01,7.977195382118225098e-01,8.482851982116699219e-01,8.987865447998046875e-01
